site_no_,comp_name,cert_name,farm_name,species__c,type_of_certification__c,cert_country,farm_species,geom,,,,,
S0000257,Mowi Canada,Heath Bay (Wanx Talis Farm),Wanx Talis Farm,Salmon,Single Site,Canada,Salmo salar (Atlantic salmon),POINT (-127.8958 50.893117),,,,,
S0000259,Mowi Canada,Sargeaunt Pass,Sargeaunt Pass,Salmon,Single Site,Canada,Salmo salar (Atlantic salmon),POINT (-126.188317 50.675433),,,,,
S0000260,Productos del Mar Ventisqueros,Tubildad Farm,Tubildad Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.470236 -42.128686),,,,,
S0000261,Empresas AquaChile S.A.,Izaza Multi-site,Izaza Farm,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-74.20925 -44.483806),,,,,
S0000262,Empresas AquaChile S.A.,Jesus 1 Farm,Jesus 1 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.968389 -44.734972),,,,,
S0000263,Empresas AquaChile S.A.,Jesus 2 Farm,Jesus 2 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.961694 -44.759889),,,,,
S0000264,Empresas AquaChile S.A.,Jesus 3 Farm,Jesus 3 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.900861 -44.746806),,,,,
S0000266,Empresas AquaChile S.A.,Valverde 1 Farm,Valverde 1 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.939139 -44.329417),,,,,
S0000267,Empresas AquaChile S.A.,Valverde 3 Farm,Valverde 3 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.900139 -44.33625),,,,,
S0000268,Empresas AquaChile S.A.,Valverde 5 Farm,Valverde 5 Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.879167 -44.329556),,,,,
S0000270,SalMar Farming,SKÅRLIODDEN farm,SKÅRLIODDEN farm,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (18.065417 69.491617),,,,,
S0000271,Cermaq Chile,Desembocadura Gajardo Farm,Desembocadura Gajardo Farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.634167 -52.747103),,,,,
S0000278,Norway Royal Salmon,Kråkeberget Farm,Kråkeberget Farm,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (25.257222 70.844306),,,,,
S0000280,Cermaq Chile,Yelcho,Yelcho Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.580194 -43.214778),,,,,
S0000281,Cermaq Chile,Calen 2,Calen 2 farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.479028 -42.347472),,,,,
S0000286,Mowi Chile,Alao Sur Farm,Alao Sur Farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.322428 -42.605708),,,,,
S0000287,Hofseth Aqua AS,Skjortneset II Farm,Skjortneset II Farm,Salmon,Single Site,Norway,Oncorhynchus mykiss (Rainbow trout),POINT (6.889433 62.379367),,,,,
S0000291,Granja Marina Tornagaleones S.A.,Detico Farm,Detico Farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.513811 -42.881247),,,,,
S0000294,Lerøy Aurora,Vorteroy Farm,36237 Vorterøya,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (20.615283 69.96655),,,,,
S0000296,Mowi Canada,Midsummer Island,Midsummer Island,Salmon,Single Site,Canada,Salmo salar (Atlantic salmon),POINT (-126.665633 50.658467),,,,,
S0000298,Tassal Operations,Okehampton Farm,MF236 Okehampton,Salmon,Single Site,Australia,Salmo salar (Atlantic salmon),POINT (147.985088 -42.529197),,,,,
S0000299,Mowi Norway,Lille Torsøy II,Lille Torsøy II,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.494754 63.608133),,,,,
S0000300,Mowi Norway,Lille Torsøy,Lille Torsøy,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.489337 63.607943),,,,,
S0000301,Mowi Norway,Korsholman Farm,Korsholman Farm,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.505697 63.5972),,,,,
S0000312,P/f Bakkafrost Farming,A-21 & A-11 Hvannasund Suður,A-21 Hvannasund Suður,Salmon,Multi Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.503117 62.286833),,,,,
S0000313,P/f Bakkafrost Farming,A-73 Hvannasund Norð,A-73 Hvannasund Norð,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.553983 62.350183),,,,,
S0000314,Cermaq Chile,Canal Bertrand,Canal Bertrand,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.437981 -52.817289),,,,,
S0000331,Productos del Mar Ventisqueros,ICA Farm,ICA site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.784658 -42.355433),,,,,
S0000332,SALMONES ANTÁRTICA S.A.,Bahía Acantilada Sector 1,Bahía Acantilada Sector 1,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.855192 -45.387408),,,,,
S0000335,Empresas AquaChile SA,Teguel Farm,Teguel 2 (SIEP No 102008),Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.613039 -42.375025),,,,,
S0000336,Empresas AquaChile SA,Punta Lille 1,Lille 1 (SIEP No 102072),Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.63975 -43.188244),,,,,
S0003229,Mowi ASA,Åkre,Åkre 10331 site,Salmon,,Norway,Salmo salar (Atlantic salmon),POINT (6.041757 60.112716),,,,,
S0000376,Empresas AquaChile SA,Chidhuapi Farm,Chidhuapi (SIEP 100219,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.09725 -41.823117),,,,,
S0000377,Empresas AquaChile SA,Yelcho (SIEP No 102154),Yelcho (SIEP No 102154),Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.570314 -43.18365),,,,,
S0000378,Arnarlax,Haganes Farm,Haganes Farm,Salmon,Single Site,Iceland,Salmo salar (Atlantic salmon),POINT (-23.5455 65.670167),,,,,
S0000379,Arnarlax,Steinanes Farm,Steinanes Farm,Salmon,Single Site,Iceland,Salmo salar (Atlantic salmon),POINT (-23.466667 65.6815),,,,,
S0000381,SALMONES BLUMAR S.A.,Oreste Farm,Oreste site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.434839 -45.009206),,,,,
S0000388,Grieg Seafood Finnmark AS,Kleppenes Farm,10828 Kleppenes N,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (23.564167 70.541111),,,,,
S0000393,Mowi Canada,Humphrey Rock,Humphrey Rock,Salmon,Single Site,Canada,Salmo salar (Atlantic salmon),POINT (-126.2585 50.697111),,,,,
S0000394,Mowi Chile,Rodado Notable Farm,Rodado Notable,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.112075 -45.298375),,,,,
S0000395,Productos del Mar Ventisqueros,Chumildén Farm,Chumildén site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.784783 -42.500156),,,,,
S0000399,Kvarøy Fiskeoppdrett,Ørnes Farm,17235 Ørnes,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.018028 66.420083),,,,,
S0000400,Kvarøy Fiskeoppdrett,Olvika Farm,28676 Olvika,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.127389 66.438639),,,,,
S0003188,CALETA BAY MAR SPA,CASCAJAL,Cascajal Site,Salmon,,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.329108 -41.63255),,,,,
S0000401,Kvarøy Fiskeoppdrett,Breiviken Farm,13765 Breiviken,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.958028 66.461639),,,,,
S0000402,Kvarøy Fiskeoppdrett,Movikodden Farm,33657 Movikodden,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.880667 66.528472),,,,,
S0000404,Nova Sea,Buktodden NØ Farm,22035 Buktodden NØ,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.432333 66.308167),,,,,
S0000405,Nova Sea,Kokvika Farm,13764 Kokvika,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.956867 66.412817),,,,,
S0000406,Nova Sea,Nordbotnet Farm,23816 Nordbotnet,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.8942 66.256117),,,,,
S0000407,Nova Sea,Storvika Farm,13125 Storvika,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.242333 66.808556),,,,,
S0000408,Nova Sea,Svinvær Farm,11144 Svinvær,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.170617 66.769217),,,,,
S0000409,Invermar S.A.,Chulin Farm,Chulin Farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.056278 -42.623694),,,,,
S0000410,Invermar S.A.,Nayahue Farm,Nayahue Farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.064528 -42.709444),,,,,
S0000412,Salmones Camanchaca,Izaza Farm,Izaza,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-74.229811 -44.562742),,,,,
S0000413,Salmones Camanchaca,Cabudahue Farm,Cabudahue,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.615136 -42.548744),,,,,
S0000430,Lerøy Midt,10216 SKÅREN,10216 SKÅREN,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.193139 63.076722),,,,,
S0000431,Lerøy Midt,10212 BOGEN,10212 BOGEN,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (7.90345 63.077667),,,,,
S0000432,Lerøy Midt,12879 ENDRESET,12879 ENDRESET,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (7.71615 63.030183),,,,,
S0000433,Lerøy Midt,12892 SJØLSVIK,12892 SJØLSVIK,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.11095 62.9066),,,,,
S0000435,Lerøy Midt,17495 VULLUM,17495 VULLUM,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.2162 63.04965),,,,,
S0000443,Mowi Norway,Lian Farm,Lian 35977,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.526233 66.55785),,,,,
S0000444,Mowi Norway,Storstrompan Farm,Storstrompan 13124,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.419083 66.54563),,,,,
S0000471,AquaPri A/S,Grønsund Seafarm,Grønsund Seafarm,Salmon,Single Site,Denmark,Oncorhynchus mykiss (Rainbow trout),POINT (11.984361 54.916722),,,,,
S0000472,Cermaq Chile,Isla Guzman,Isla Guzman,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.088547 -52.625964),,,,,
S0000513,Grieg Seafood Finnmark AS,Davatluft 37557,Davatluft 37557,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (22.887467 70.246583),,,,,
S0000514,Grieg Seafood Finnmark AS,Bergsnes V 20396,Bergsnes V 20396,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (23.337778 70.238333),,,,,
S0000518,Empresas AquaChile SA,Punta Porvenir Farm,Punta Porvenir farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.072558 -44.265183),,,,,
S0000642,Australis Mar SA,Estero Retroceso Site,Estero Retroceso Site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.744684 -53.195498),,,,,
S0000532,Mowi Chile,Tortuga Farm,Tortuga Site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.080461 -45.327144),,,,,
S0000540,Cermaq Norway,32797 Elvevika,32797 Elvevika,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (25.006311 70.917797),,,,,
S0000542,Mowi Norway,Jakobsteinvika 14245,Jakobsteinsvika 14245,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (11.792862 65.113643),,,,,
S0000543,Norway Royal Salmon,Brensholmen Farm,Brensholmen,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (17.990167 69.577889),,,,,
S0000544,Norway Royal Salmon,Trælvika Farm,Trælvika 30517,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (17.685667 69.519861),,,,,
S0000547,Mowi Chile,Quitralco 6-2,QUITRALCO 6-2,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.298408 -45.625058),,,,,
S0000548,Mowi Norway,Nedre Kvarv,Nedre Kvarv 10513,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.511583 67.4585),,,,,
S0000549,Mowi Norway,Kines,Kines 13297,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.487972 67.448806),,,,,
S0000550,Mowi Norway,Kalvika Farm,Kalvika 29576,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.570444 67.513167),,,,,
S0000551,Mowi Chile,Punta Cola,Punta Cola Site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.031672 -45.377342),,,,,
S0000555,Salmones Camanchaca,PUERTO ARGENTINO,PUERTO ARGENTINO SITE,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.567267 -42.5673),,,,,
S0001346,Mowi Norway,Juvika Farm,13242 Juvika Farm,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (5.634083 61.895833),,,,,
S0000562,Mowi Norway,Skredstivik,18657 Skredstivik,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (5.137556 61.154306),,,,,
S0000570,Salmones Camanchaca,PILPILEHUE,PILPILIHUE,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.608611 -42.724722),,,,,
S0000573,Cermaq Chile,ESTERO RIQUELME SITE,ESTERO RIQUELME SITE,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.443611 -52.866944),,,,,
S0000574,Cermaq Chile,Isla Grande Site,Isla Grande Site,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.393333 -52.792222),,,,,
S0000629,Grieg Seafood Finnmark AS,10652 Vedbotn,10652 Vedbotn,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (25.637 70.751333),,,,,
S0000634,Australis Mar SA,Puerto Browne,Puerto Browne,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.831758 -53.208847),,,,,
S0000635,Australis Mar SA,Bahia Buckle,Bahia Buckle,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.884008 -53.045236),,,,,
S0000638,Acuimag S.A.,Brazo Guardramiro,Brazo Guardramiro,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.080036 -52.175406),,,,,
S0000646,Mowi Norway,Hjellberget 10808,Hjellberget 10808,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (21.597167 69.9116),,,,,
S0000647,Mowi Norway,Kviteberg 35997,Kviteberg 35997,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (21.88035 69.953867),,,,,
S0000648,Mowi Norway,Nordfugløy 11129,Nordfugløy 11129,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (13.85685 67.083917),,,,,
S0000651,Lerøy Midt,22957 HOFSØYA farm,22957 HOFSØYA,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.913317 63.722167),,,,,
S0003189,CALETA BAY MAR SPA,PUCHEGUIN,PUCHEGUIN Site,Salmon,,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.314286 -41.555075),,,,,
S0000690,Cermaq Norway,Hellarvika 11315,11315 Hellarvika,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.381771 67.726869),,,,,
S0000691,Cermaq Norway,Hjartøya Ø 13931,13931 Hjartøya Ø,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.118567 67.6562),,,,,
S0000692,Cermaq Norway,Gisløy S,20897 Gisløy,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.308056 68.945),,,,,
S0000694,SALMONES ANTÁRTICA S.A.,BAHÍA ACANTILADA SECTOR 2,Bahia Acantilada Sector 2 site,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.882778 -45.405278),,,,,
S0000695,Nova Sea,13006 Hestholmen N,13006 Hestholmen N,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (14.016533 67.146783),,,,,
S0000696,Nova Sea,18936 Igerøy Ø,18936 Igerøy Ø,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.138533 65.686217),,,,,
S0000697,Nova Sea,33157 Skogsholmen,33157 Skogsholmen,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.070533 65.831417),,,,,
S0000698,Nova Sea,29376 Sundsøy,29376 Sundsøy,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.770283 66.176367),,,,,
S0000700,Mowi Norway,Breivika South,Breivika South 32897,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.682017 66.1581),,,,,
S0000707,Grieg Seafood Finnmark AS,Tinnlandet,15517 Tinnlandet,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (23.228694 70.5295),,,,,
S0000708,Productos del Mar Ventisqueros,Cascada,Cascada,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-72.469003 -42.290406),,,,,
S0000763,Cermaq Norway,Slettnes,10838 Slettnesfjord,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (23.104806 70.625722),,,,,
S0000714,Cermaq Norway,33457 Ånderbakk,33457 Ånderbakk,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (15.423111 67.454806),,,,,
S0000715,Mowi Canada,Lees Bay,Lees Bay,Salmon,Single Site,Canada,Salmo salar (Atlantic salmon),POINT (-125.700639 50.408278),,,,,
S0000716,Mowi Norway,Ramnøya,Ramnøya 10996,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (12.280317 66.232117),,,,,
S0000824,P/f Bakkafrost Farming,A-05 Undir Sidu,A-05 Undir Sidu,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.854931 62.106383),,,,,
S0000736,Invermar S.A.,Walker 02,Walker 02,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-74.415528 -45.943278),,,,,
S0000761,Cermaq Norway,Husfjord,Husfjord,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (22.955889 70.549528),,,,,
S0000762,Cermaq Norway,Hamnefjord,Hamnefjord,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (23.034444 70.575333),,,,,
S0000767,Grieg Seafood Finnmark AS,Laholmen Farm,15460 Laholmen,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (25.563333 70.8955),,,,,
S0000768,FRD Japan,Kisarazu and Saitama Plant,Kisarazu and Saitama Plant,Salmon,Single Site,Japan,Oncorhynchus mykiss (Rainbow trout),POINT (139.993056 35.321667),,,,,
S0000772,Arctic Sea Farm,Dyrafjordur,Eyrarhlíð,Salmon,Multi Site without IMS,Iceland,Salmo salar (Atlantic salmon),POINT (-23.665 65.916833),,,,,
S0000773,SalMar Farming,Suholmen,36100 SUHOLMEN,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (8.022444 63.494972),,,,,
S0000774,SalMar Farming,Tristeinen,30560 TRISTEINEN,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (9.620389 63.868894),,,,,
S0000780,Productos del Mar Ventisqueros,Meulin farm,Meulin farm,Salmon,Single Site,Chile,Salmo salar (Atlantic salmon),POINT (-73.342856 -42.433525),,,,,
S0000789,CALETA BAY MAR SPA,PUNTA IGLESIA farm,PUNTA IGLESIA farm,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.396772 -41.696619),,,,,
S0000790,CALETA BAY MAR SPA,Marimelli,MARIMELLI,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-72.443911 -41.691833),,,,,
S0000794,Lingalaks AS,11665 Jibbersholmane,11665 Jibbersholmane,Salmon,Single Site,Norway,Salmo salar (Atlantic salmon),POINT (4.884028 60.752611),,,,,
S0000825,P/f Bakkafrost Farming,A-18 Hov,A-18 Hov,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.728186 61.496434),,,,,
S0000826,P/f Bakkafrost Farming,A-19 Vagur,A-19 Vagur,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.740005 61.471389),,,,,
S0000827,P/f Bakkafrost Farming,A-81 Kolbanagjogv,A-81 Kolbanagjogv,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.811276 62.11324),,,,,
S0000828,P/f Bakkafrost Farming,A-85 Undir Neslandinum,A-85 Undir NeslandinumA-81 Kolbanagjogv,Salmon,Single Site,Faroe Islands,Salmo salar (Atlantic salmon),POINT (-6.730188 62.074628),,,,,
S0000892,SALMONES AYSEN S.A,CALETA EL MILAGRO,CALETA EL MILAGRO farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-72.636975 -41.700167),,,,,
S0000893,Productos del Mar Ventisqueros,Pichanco,PICHANCO farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-72.467778 -42.136667),,,,,
S0000895,Granja Marina Tornagaleones S.A.,POMPON,POMPON farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.474967 -42.984444),,,,,
S0000896,SALMONES ANTÁRTICA S.A.,ELISA,PUNTA ELISA,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.330606 -45.307036),,,,,
S0000899,Invermar S.A.,YELQUI,YELQUI farm,Salmon,Single Site,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.732731 -42.602983),,,,,
S0000903,Australis Mar SA,MUÑOZ GAMERO 1,MUÑOZ GAMERO 1 FARM,Salmon,Single Site,Chile,Oncorhynchus mykiss (Rainbow trout),POINT (-73.321631 -52.815117),,,,,
S0000907,Mowi Canada,"Alexander Inlet, Cougar Bay, Goat Cove, Kid Bay, Sheep Pass",Kid Bay,Salmon,Multi Site with IMS,Canada,Salmo salar (Atlantic salmon),POINT (-128.401525 52.798851),,,,,
S0000908,Mowi Canada,"Alexander Inlet, Cougar Bay, Goat Cove, Kid Bay, Sheep Pass",Alexander Inlet,Salmon,Multi Site with IMS,Canada,Salmo salar (Atlantic salmon),POINT (-128.57535 52.676867),,,,,
S0000909,Empresas AquaChile S.A.,Coho salmon MS,Bahia Anita,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.0275 -44.900278),,,,,
S0000910,Empresas AquaChile S.A.,Coho salmon MS,Estero Blanco,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-72.878333 -44.657778),,,,,
S0000911,Empresas AquaChile S.A.,Coho salmon MS,Gala 1,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.250556 -44.194444),,,,,
S0000912,Empresas AquaChile S.A.,Coho salmon MS,Isla Sanchez,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.570989 -44.126519),,,,,
S0000913,Empresas AquaChile S.A.,Coho salmon MS,Avallano,Salmon,Multi Site without IMS,Chile,Oncorhynchus kisutch (Coho(=Silver) salmon),POINT (-73.181619 -44.058108),,,,,
