"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
601520,"Clupea pallasii pallasii","Pacific herring",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600399,"Pomadasys argenteus","Silver grunt",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
607706,"Plectorhinchus schotaf","Minstrel sweetlip",421,"handlines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601486,"Opisthonema oglinum","Atlantic thread herring",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601486,"Opisthonema oglinum","Atlantic thread herring",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
400439,"Bothidae","Lefteye flounders",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
400439,"Bothidae","Lefteye flounders",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
400439,"Bothidae","Lefteye flounders",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
400439,"Bothidae","Lefteye flounders",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
590110,"Busycon","Whelks",100,"without gear","demersal mollusc","low","non-destructive","demersal"
590110,"Busycon","Whelks",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
590110,"Busycon","Whelks",213,"raking devices","demersal mollusc","high","destructive","demersal"
590110,"Busycon","Whelks",830,"dredges","demersal mollusc","high","destructive","demersal"
590110,"Busycon","Whelks",120,"by diving","demersal mollusc","low","non-destructive","demersal"
500468,"Scomberoides","Queenfishes",423,"drift lines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
500468,"Scomberoides","Queenfishes",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
500468,"Scomberoides","Queenfishes",1420,"driftnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
390006,"Sepiida","Cuttlefishes",1420,"driftnets","cephalopods","high","non-destructive","pelagic"
390006,"Sepiida","Cuttlefishes",400,"Lines","cephalopods","low","non-destructive","pelagic"
490041,"Sergestidae","Sergestid shrimp",700,"bagnets","shrimp","low","non-destructive","demersal"
500515,"Leiognathus","Slipmouths",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
500912,"Priacanthus","Bigeyes",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
290002,"Cephalopoda","Cephalopods",840,"bottom trawls","cephalopods","high","destructive","pelagic"
290002,"Cephalopoda","Cephalopods",400,"Lines","cephalopods","low","non-destructive","pelagic"
290002,"Cephalopoda","Cephalopods",850,"mid-water trawls","cephalopods","high","non-destructive","pelagic"
290002,"Cephalopoda","Cephalopods",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
290002,"Cephalopoda","Cephalopods",1420,"driftnets","cephalopods","high","non-destructive","pelagic"
500912,"Priacanthus","Bigeyes",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
500912,"Priacanthus","Bigeyes",421,"handlines","demersal 30 - 90 cm","low","non-destructive","demersal"
501132,"Upeneus","Tropical goatfishes",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
501552,"Nemipterus","Threadfin breams",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
505469,"Rastrelliger","Indo-Pacific mackerels",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
505469,"Rastrelliger","Indo-Pacific mackerels",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
505469,"Rastrelliger","Indo-Pacific mackerels",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600111,"Rastrelliger kanagurta","Indian mackerel",1320,"cast nets, with or without pockets","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600111,"Rastrelliger kanagurta","Indian mackerel",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600111,"Rastrelliger kanagurta","Indian mackerel",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
690053,"Mytilus edulis","Blue mussel",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690053,"Mytilus edulis","Blue mussel",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690053,"Mytilus edulis","Blue mussel",213,"raking devices","demersal mollusc","high","destructive","demersal"
600785,"Mugil cephalus","Flathead mullet",540,"tubular traps","benthopelagic >=90 cm","high","non-destructive","demersal"
600785,"Mugil cephalus","Flathead mullet",1400,"gillnets","benthopelagic >=90 cm","high","non-destructive","demersal"
600785,"Mugil cephalus","Flathead mullet",921,"beach seines","benthopelagic >=90 cm","high","non-destructive","demersal"
600790,"Mullus barbatus barbatus","Red mullet",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
601278,"Trachurus mediterraneus","Mediterranean horse mackerel",840,"bottom trawls","pelagic 30 - 90 cm","high","destructive","pelagic"
690064,"Saxidomus gigantea","Butter clam",830,"dredges","demersal mollusc","high","destructive","demersal"
690115,"Cancer magister","Dungeness crab",500,"traps","lobsters crab","high","non-destructive","demersal"
690115,"Cancer magister","Dungeness crab",1030,"ring nets","lobsters crab","low","non-destructive","demersal"
690185,"Chlamys islandica","Iceland scallop",830,"dredges","demersal mollusc","high","destructive","demersal"
690269,"Pandalus borealis","Northern prawn",840,"bottom trawls","shrimp","high","destructive","demersal"
601696,"Atherina boyeri","Big-scale sand smelt",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
601735,"Liza aurata","Golden grey mullet",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
601735,"Liza aurata","Golden grey mullet",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601736,"Liza saliens","Leaping mullet",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
690241,"Mytilus galloprovincialis","Mediterranean mussel",830,"dredges","demersal mollusc","high","destructive","demersal"
690241,"Mytilus galloprovincialis","Mediterranean mussel",213,"raking devices","demersal mollusc","high","destructive","demersal"
690241,"Mytilus galloprovincialis","Mediterranean mussel",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
100039,"Marine fishes not identified","Marine fishes",921,"beach seines","demersal <30 cm","high","non-destructive","demersal"
600148,"Thunnus tonggol","Longtail tuna",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
600148,"Thunnus tonggol","Longtail tuna",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
600363,"Lactarius lactarius","False trevally",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601505,"Sardinella brasiliensis","Brazilian sardinella",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601505,"Sardinella brasiliensis","Brazilian sardinella",1320,"cast nets, with or without pockets","pelagic <30 cm","low","non-destructive","pelagic"
601505,"Sardinella brasiliensis","Brazilian sardinella",900,"seine nets","pelagic <30 cm","high","non-destructive","pelagic"
600513,"Psettodes erumei","Indian spiny turbot",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
400405,"Gobiidae","Gobies",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
500646,"Dasyatis","Stingrays",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
500679,"Spicara","Picarels",921,"beach seines","demersal <30 cm","high","non-destructive","demersal"
500679,"Spicara","Picarels",1020,"purse seines","demersal <30 cm","low","non-destructive","demersal"
500679,"Spicara","Picarels",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
500717,"Myoxocephalus","Sculpins",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
500717,"Myoxocephalus","Sculpins",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
500147,"Argentina","Argentines",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
590111,"Rapana","Sea snails",120,"by diving","demersal mollusc","low","non-destructive","demersal"
600047,"Belone belone","Garpike",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600105,"Alosa immaculata","Pontic shad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600308,"Gadus macrocephalus","Pacific cod",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
600308,"Gadus macrocephalus","Pacific cod",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
600308,"Gadus macrocephalus","Pacific cod",432,"pilks or jigs","demersal >=90 cm","low","non-destructive","demersal"
600308,"Gadus macrocephalus","Pacific cod",850,"mid-water trawls","demersal >=90 cm","high","non-destructive","demersal"
100036,"Scombroids","Tunas bonitos billfishes",1000,"surrounding nets","pelagic >=90 cm","low","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",1420,"driftnets","pelagic >=90 cm","high","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",450,"longline tuna","pelagic >=90 cm","high","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
600309,"Gadus ogac","Greenland cod",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
600309,"Gadus ogac","Greenland cod",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600309,"Gadus ogac","Greenland cod",563,"pound nets","demersal 30 - 90 cm","low","non-destructive","demersal"
600309,"Gadus ogac","Greenland cod",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
100047,"Miscellaneous marine crustaceans","Marine crustaceans",1030,"ring nets","lobsters crab","low","non-destructive","demersal"
600312,"Urophycis chuss","Red hake",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600313,"Urophycis tenuis","White hake",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
400442,"Cynoglossidae","Tonguefishes",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
490030,"Palaemonidae","Palaemonid shrimps",840,"bottom trawls","lobsters crab","high","destructive","demersal"
501826,"Muraenesox","Conger eels",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
600341,"Galeoides decadactylus","Lesser African threadfin",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600342,"Pentanemus quinquarius","Royal threadfin",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600342,"Pentanemus quinquarius","Royal threadfin",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600432,"Pseudotolithus senegalensis","Cassava croaker",850,"mid-water trawls","demersal >=90 cm","high","non-destructive","demersal"
600432,"Pseudotolithus senegalensis","Cassava croaker",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
600432,"Pseudotolithus senegalensis","Cassava croaker",1400,"gillnets","demersal >=90 cm","high","non-destructive","demersal"
600432,"Pseudotolithus senegalensis","Cassava croaker",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
600123,"Scomberomorus guttatus","Indo-Pacific king mackerel",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600123,"Scomberomorus guttatus","Indo-Pacific king mackerel",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600123,"Scomberomorus guttatus","Indo-Pacific king mackerel",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400022,"Myliobatidae","Eagle and manta rays",420,"with gorges or hooks","rays >=90 cm","low","non-destructive","demersal"
690270,"Mercenaria mercenaria","Northern quahog",830,"dredges","demersal mollusc","high","destructive","demersal"
690271,"Illex illecebrosus","Northern shortfin squid",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
690271,"Illex illecebrosus","Northern shortfin squid",840,"bottom trawls","cephalopods","high","destructive","pelagic"
690271,"Illex illecebrosus","Northern shortfin squid",850,"mid-water trawls","cephalopods","high","non-destructive","pelagic"
600433,"Pseudotolithus elongatus","Bobo croaker",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600433,"Pseudotolithus elongatus","Bobo croaker",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600453,"Pseudupeneus prayensis","West African goatfish",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601594,"Ethmalosa fimbriata","Bonga shad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
604708,"Pomadasys jubelini","Sompat grunt",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
604708,"Pomadasys jubelini","Sompat grunt",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
605002,"Polydactylus quadrifilis","Giant African threadfin",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
605002,"Polydactylus quadrifilis","Giant African threadfin",900,"seine nets","demersal >=90 cm","high","non-destructive","demersal"
600125,"Scomberomorus lineolatus","Streaked seerfish",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600125,"Scomberomorus lineolatus","Streaked seerfish",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600125,"Scomberomorus lineolatus","Streaked seerfish",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600125,"Scomberomorus lineolatus","Streaked seerfish",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600125,"Scomberomorus lineolatus","Streaked seerfish",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600316,"Microgadus tomcod","Atlantic tomcod",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
600316,"Microgadus tomcod","Atlantic tomcod",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600316,"Microgadus tomcod","Atlantic tomcod",1020,"purse seines","demersal 30 - 90 cm","low","non-destructive","demersal"
600316,"Microgadus tomcod","Atlantic tomcod",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600318,"Theragra chalcogramma","Alaska pollack",850,"mid-water trawls","benthopelagic >=90 cm","high","non-destructive","demersal"
