iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
GIB,pigs,meat,backyard,Crop residue from leguminous plants cultivation,37.7462
GIB,pigs,meat,backyard,Crop residues from sugarcane,18.8228
GIB,pigs,meat,backyard,Dry by-product from grain industries,54.6454
GIB,pigs,meat,backyard,FISHMEAL,0.1879
GIB,pigs,meat,backyard,Fruit from banana trees,1.2238
GIB,pigs,meat,backyard,Grains from barley (Hordeum vulgare),38.2424
GIB,pigs,meat,backyard,Grains from maize (Zea mays),69.1921
GIB,pigs,meat,backyard,Grains from millet,6.3688
GIB,pigs,meat,backyard,Grains from rice,42.4601
GIB,pigs,meat,backyard,Grains from sorghum,14.6356
GIB,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,45.4706
GIB,pigs,meat,backyard,Household food waste and other organic material used as feed,99.6771
GIB,pigs,meat,backyard,Leguminous beans,23.7543
GIB,pigs,meat,backyard,Molasses,0.0767
GIB,pigs,meat,backyard,Oil palm kernel expeller,0
GIB,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.3642
GIB,pigs,meat,backyard,Residual plant material such as stems from banana,1.2238
GIB,pigs,meat,backyard,SYNTHETIC,0.115
GIB,pigs,meat,backyard,Wet by-product from grain industries,0
GRC,pigs,meat,backyard,Beans from soy,0.5502
GRC,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",24.3073
GRC,pigs,meat,backyard,By-products from cottonseed,36.9941
GRC,pigs,meat,backyard,By-products from soy,1.3755
GRC,pigs,meat,backyard,Crop residue from leguminous plants cultivation,37.2815
GRC,pigs,meat,backyard,Crop residues from sugarcane,0
GRC,pigs,meat,backyard,Dry by-product from grain industries,50.7529
GRC,pigs,meat,backyard,FISHMEAL,0.2201
GRC,pigs,meat,backyard,Fruit from banana trees,0
GRC,pigs,meat,backyard,Grains from barley (Hordeum vulgare),30.8924
GRC,pigs,meat,backyard,Grains from maize (Zea mays),115.631
GRC,pigs,meat,backyard,Grains from millet,0
GRC,pigs,meat,backyard,Grains from rice,84.1017
GRC,pigs,meat,backyard,Grains from sorghum,0
GRC,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,34.071
GRC,pigs,meat,backyard,Household food waste and other organic material used as feed,110.0395
GRC,pigs,meat,backyard,Leguminous beans,23.5954
GRC,pigs,meat,backyard,Molasses,0
GRC,pigs,meat,backyard,Oil palm kernel expeller,0
GRC,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.2751
GRC,pigs,meat,backyard,Residual plant material such as stems from banana,0
GRC,pigs,meat,backyard,SYNTHETIC,0.11
GRC,pigs,meat,backyard,Wet by-product from grain industries,0
ITA,pigs,meat,backyard,Beans from soy,33.8557
ITA,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",22.2469
ITA,pigs,meat,backyard,By-products from cottonseed,0
ITA,pigs,meat,backyard,By-products from soy,35.0365
ITA,pigs,meat,backyard,Crop residue from leguminous plants cultivation,31.495
ITA,pigs,meat,backyard,Crop residues from sugarcane,0
ITA,pigs,meat,backyard,Dry by-product from grain industries,53.8066
ITA,pigs,meat,backyard,FISHMEAL,0.1073
ITA,pigs,meat,backyard,Fruit from banana trees,0
ITA,pigs,meat,backyard,Grains from barley (Hordeum vulgare),34.1886
ITA,pigs,meat,backyard,Grains from maize (Zea mays),91.568
ITA,pigs,meat,backyard,Grains from millet,0
ITA,pigs,meat,backyard,Grains from rice,61.3258
ITA,pigs,meat,backyard,Grains from sorghum,63.0525
ITA,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,36.3448
ITA,pigs,meat,backyard,Household food waste and other organic material used as feed,53.6723
ITA,pigs,meat,backyard,Leguminous beans,19.8081
ITA,pigs,meat,backyard,Molasses,0
ITA,pigs,meat,backyard,Oil palm kernel expeller,0
ITA,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0
ITA,pigs,meat,backyard,Residual plant material such as stems from banana,0
ITA,pigs,meat,backyard,SYNTHETIC,0.2147
ITA,pigs,meat,backyard,Wet by-product from grain industries,0
MLT,pigs,meat,backyard,Beans from soy,0.5367
MLT,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",0
MLT,pigs,meat,backyard,By-products from cottonseed,0
MLT,pigs,meat,backyard,By-products from soy,1.3418
MLT,pigs,meat,backyard,Crop residue from leguminous plants cultivation,85.7961
MLT,pigs,meat,backyard,Crop residues from sugarcane,0
MLT,pigs,meat,backyard,Dry by-product from grain industries,97.3519
MLT,pigs,meat,backyard,FISHMEAL,0.2147
MLT,pigs,meat,backyard,Fruit from banana trees,0
MLT,pigs,meat,backyard,Grains from barley (Hordeum vulgare),82.3481
MLT,pigs,meat,backyard,Grains from maize (Zea mays),1.0734
MLT,pigs,meat,backyard,Grains from millet,0
MLT,pigs,meat,backyard,Grains from rice,0.2684
MLT,pigs,meat,backyard,Grains from sorghum,0
MLT,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,101.0786
MLT,pigs,meat,backyard,Household food waste and other organic material used as feed,107.3446
MLT,pigs,meat,backyard,Leguminous beans,58.9928
MLT,pigs,meat,backyard,Molasses,0
MLT,pigs,meat,backyard,Oil palm kernel expeller,0
MLT,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.2684
MLT,pigs,meat,backyard,Residual plant material such as stems from banana,0
MLT,pigs,meat,backyard,SYNTHETIC,0.1073
MLT,pigs,meat,backyard,Wet by-product from grain industries,0
MNE,pigs,meat,backyard,Beans from soy,42.2225
MNE,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",29.6995
MNE,pigs,meat,backyard,By-products from cottonseed,0
MNE,pigs,meat,backyard,By-products from soy,43.3463
MNE,pigs,meat,backyard,Crop residue from leguminous plants cultivation,49.5376
MNE,pigs,meat,backyard,Crop residues from sugarcane,0
MNE,pigs,meat,backyard,Dry by-product from grain industries,65.3042
MNE,pigs,meat,backyard,FISHMEAL,0.2676
MNE,pigs,meat,backyard,Fruit from banana trees,0
MNE,pigs,meat,backyard,Grains from barley (Hordeum vulgare),41.8473
MNE,pigs,meat,backyard,Grains from maize (Zea mays),77.1023
MNE,pigs,meat,backyard,Grains from millet,0
MNE,pigs,meat,backyard,Grains from rice,1.0703
MNE,pigs,meat,backyard,Grains from sorghum,0
MNE,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,45.5744
MNE,pigs,meat,backyard,Household food waste and other organic material used as feed,107.0314
MNE,pigs,meat,backyard,Leguminous beans,31.2439
MNE,pigs,meat,backyard,Molasses,0
MNE,pigs,meat,backyard,Oil palm kernel expeller,0
MNE,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.8027
MNE,pigs,meat,backyard,Residual plant material such as stems from banana,0
MNE,pigs,meat,backyard,SYNTHETIC,0.107
MNE,pigs,meat,backyard,Wet by-product from grain industries,0
MKD,pigs,meat,backyard,Beans from soy,31.8628
MKD,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",23.7267
MKD,pigs,meat,backyard,By-products from cottonseed,35.8085
MKD,pigs,meat,backyard,By-products from soy,31.9996
MKD,pigs,meat,backyard,Crop residue from leguminous plants cultivation,39.4893
MKD,pigs,meat,backyard,Crop residues from sugarcane,0
MKD,pigs,meat,backyard,Dry by-product from grain industries,42.1406
MKD,pigs,meat,backyard,FISHMEAL,0.1094
MKD,pigs,meat,backyard,Fruit from banana trees,0
MKD,pigs,meat,backyard,Grains from barley (Hordeum vulgare),36.3566
MKD,pigs,meat,backyard,Grains from maize (Zea mays),56.4856
MKD,pigs,meat,backyard,Grains from millet,0.5471
MKD,pigs,meat,backyard,Grains from rice,74.9858
MKD,pigs,meat,backyard,Grains from sorghum,0.4103
MKD,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,38.2692
MKD,pigs,meat,backyard,Household food waste and other organic material used as feed,109.4122
MKD,pigs,meat,backyard,Leguminous beans,24.8552
MKD,pigs,meat,backyard,Molasses,0.1368
MKD,pigs,meat,backyard,Oil palm kernel expeller,0
MKD,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.4103
MKD,pigs,meat,backyard,Residual plant material such as stems from banana,0
MKD,pigs,meat,backyard,SYNTHETIC,0.0547
MKD,pigs,meat,backyard,Wet by-product from grain industries,0
PRT,pigs,meat,backyard,Beans from soy,0.2481
PRT,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",8.5673
PRT,pigs,meat,backyard,By-products from cottonseed,21.678
PRT,pigs,meat,backyard,By-products from soy,1.5505
PRT,pigs,meat,backyard,Crop residue from leguminous plants cultivation,17.3519
PRT,pigs,meat,backyard,Crop residues from sugarcane,223.6815
PRT,pigs,meat,backyard,Dry by-product from grain industries,41.1755
PRT,pigs,meat,backyard,FISHMEAL,0.3101
PRT,pigs,meat,backyard,Fruit from banana trees,7.7599
PRT,pigs,meat,backyard,Grains from barley (Hordeum vulgare),18.1004
PRT,pigs,meat,backyard,Grains from maize (Zea mays),66.6409
PRT,pigs,meat,backyard,Grains from millet,0
PRT,pigs,meat,backyard,Grains from rice,54.2734
PRT,pigs,meat,backyard,Grains from sorghum,0
PRT,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,18.2323
PRT,pigs,meat,backyard,Household food waste and other organic material used as feed,124.0387
PRT,pigs,meat,backyard,Leguminous beans,7.7707
PRT,pigs,meat,backyard,Molasses,0
PRT,pigs,meat,backyard,Oil palm kernel expeller,0
PRT,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.9303
PRT,pigs,meat,backyard,Residual plant material such as stems from banana,7.7599
PRT,pigs,meat,backyard,SYNTHETIC,0.124
PRT,pigs,meat,backyard,Wet by-product from grain industries,0
SMR,pigs,meat,backyard,Beans from soy,24.0189
SMR,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",18.3978
SMR,pigs,meat,backyard,By-products from cottonseed,0
SMR,pigs,meat,backyard,By-products from soy,25.146
SMR,pigs,meat,backyard,Crop residue from leguminous plants cultivation,23.2745
SMR,pigs,meat,backyard,Crop residues from sugarcane,0
SMR,pigs,meat,backyard,Dry by-product from grain industries,46.8328
SMR,pigs,meat,backyard,FISHMEAL,0.2684
SMR,pigs,meat,backyard,Fruit from banana trees,0
SMR,pigs,meat,backyard,Grains from barley (Hordeum vulgare),38.341
SMR,pigs,meat,backyard,Grains from maize (Zea mays),69.079
SMR,pigs,meat,backyard,Grains from millet,0
SMR,pigs,meat,backyard,Grains from rice,78.8026
SMR,pigs,meat,backyard,Grains from sorghum,51.1038
SMR,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,42.4999
SMR,pigs,meat,backyard,Household food waste and other organic material used as feed,107.3446
SMR,pigs,meat,backyard,Leguminous beans,10.7011
SMR,pigs,meat,backyard,Molasses,0
SMR,pigs,meat,backyard,Oil palm kernel expeller,0
SMR,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.8051
SMR,pigs,meat,backyard,Residual plant material such as stems from banana,0
SMR,pigs,meat,backyard,SYNTHETIC,0.1073
SMR,pigs,meat,backyard,Wet by-product from grain industries,0
XKO,pigs,meat,backyard,Beans from soy,25.1903
XKO,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",22.4203
XKO,pigs,meat,backyard,By-products from cottonseed,8.8525
XKO,pigs,meat,backyard,By-products from soy,26.0529
XKO,pigs,meat,backyard,Crop residue from leguminous plants cultivation,37.7462
XKO,pigs,meat,backyard,Crop residues from sugarcane,18.8228
XKO,pigs,meat,backyard,Dry by-product from grain industries,54.6454
XKO,pigs,meat,backyard,FISHMEAL,0.1879
XKO,pigs,meat,backyard,Fruit from banana trees,1.2238
XKO,pigs,meat,backyard,Grains from barley (Hordeum vulgare),38.2424
XKO,pigs,meat,backyard,Grains from maize (Zea mays),69.1921
XKO,pigs,meat,backyard,Grains from millet,6.3688
XKO,pigs,meat,backyard,Grains from rice,42.4601
XKO,pigs,meat,backyard,Grains from sorghum,14.6356
XKO,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,45.4706
XKO,pigs,meat,backyard,Household food waste and other organic material used as feed,99.6771
XKO,pigs,meat,backyard,Leguminous beans,23.7543
XKO,pigs,meat,backyard,Molasses,0.0767
XKO,pigs,meat,backyard,Oil palm kernel expeller,0
XKO,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.3642
XKO,pigs,meat,backyard,Residual plant material such as stems from banana,1.2238
XKO,pigs,meat,backyard,SYNTHETIC,0.115
XKO,pigs,meat,backyard,Wet by-product from grain industries,0
SRB,pigs,meat,backyard,Beans from soy,31.7449
SRB,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",27.7538
SRB,pigs,meat,backyard,By-products from cottonseed,0
SRB,pigs,meat,backyard,By-products from soy,33.363
SRB,pigs,meat,backyard,Crop residue from leguminous plants cultivation,43.4083
SRB,pigs,meat,backyard,Crop residues from sugarcane,0
SRB,pigs,meat,backyard,Dry by-product from grain industries,53.3177
SRB,pigs,meat,backyard,FISHMEAL,0.4315
SRB,pigs,meat,backyard,Fruit from banana trees,0
SRB,pigs,meat,backyard,Grains from barley (Hordeum vulgare),35.9284
SRB,pigs,meat,backyard,Grains from maize (Zea mays),61.5556
SRB,pigs,meat,backyard,Grains from millet,0
SRB,pigs,meat,backyard,Grains from rice,69.5987
SRB,pigs,meat,backyard,Grains from sorghum,0
SRB,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,45.2683
SRB,pigs,meat,backyard,Household food waste and other organic material used as feed,107.8687
SRB,pigs,meat,backyard,Leguminous beans,28.8888
SRB,pigs,meat,backyard,Molasses,0
SRB,pigs,meat,backyard,Oil palm kernel expeller,0
SRB,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0
SRB,pigs,meat,backyard,Residual plant material such as stems from banana,0
SRB,pigs,meat,backyard,SYNTHETIC,0.2157
SRB,pigs,meat,backyard,Wet by-product from grain industries,0
SVN,pigs,meat,backyard,Beans from soy,24.4677
SVN,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",24.5326
SVN,pigs,meat,backyard,By-products from cottonseed,0
SVN,pigs,meat,backyard,By-products from soy,24.6002
SVN,pigs,meat,backyard,Crop residue from leguminous plants cultivation,29.6658
SVN,pigs,meat,backyard,Crop residues from sugarcane,0
SVN,pigs,meat,backyard,Dry by-product from grain industries,48.1408
SVN,pigs,meat,backyard,FISHMEAL,0.106
SVN,pigs,meat,backyard,Fruit from banana trees,0
SVN,pigs,meat,backyard,Grains from barley (Hordeum vulgare),31.2119
SVN,pigs,meat,backyard,Grains from maize (Zea mays),63.9421
SVN,pigs,meat,backyard,Grains from millet,86.4726
SVN,pigs,meat,backyard,Grains from rice,0.265
SVN,pigs,meat,backyard,Grains from sorghum,34.7747
SVN,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,35.1516
SVN,pigs,meat,backyard,Household food waste and other organic material used as feed,106.0195
SVN,pigs,meat,backyard,Leguminous beans,20.1638
SVN,pigs,meat,backyard,Molasses,0.1325
SVN,pigs,meat,backyard,Oil palm kernel expeller,0
SVN,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.3976
SVN,pigs,meat,backyard,Residual plant material such as stems from banana,0
SVN,pigs,meat,backyard,SYNTHETIC,0.053
SVN,pigs,meat,backyard,Wet by-product from grain industries,0
ESP,pigs,meat,backyard,Beans from soy,27.8075
ESP,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",9.1446
ESP,pigs,meat,backyard,By-products from cottonseed,15.9049
ESP,pigs,meat,backyard,By-products from soy,28.6126
ESP,pigs,meat,backyard,Crop residue from leguminous plants cultivation,16.608
ESP,pigs,meat,backyard,Crop residues from sugarcane,69.943
ESP,pigs,meat,backyard,Dry by-product from grain industries,26.4598
ESP,pigs,meat,backyard,FISHMEAL,0.2147
ESP,pigs,meat,backyard,Fruit from banana trees,10.4173
ESP,pigs,meat,backyard,Grains from barley (Hordeum vulgare),20.7997
ESP,pigs,meat,backyard,Grains from maize (Zea mays),79.0348
ESP,pigs,meat,backyard,Grains from millet,0
ESP,pigs,meat,backyard,Grains from rice,57.8632
ESP,pigs,meat,backyard,Grains from sorghum,22.83
ESP,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,24.6096
ESP,pigs,meat,backyard,Household food waste and other organic material used as feed,107.3446
ESP,pigs,meat,backyard,Leguminous beans,8.3356
ESP,pigs,meat,backyard,Molasses,0
ESP,pigs,meat,backyard,Oil palm kernel expeller,0
ESP,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.2684
ESP,pigs,meat,backyard,Residual plant material such as stems from banana,10.4173
ESP,pigs,meat,backyard,SYNTHETIC,0.1073
ESP,pigs,meat,backyard,Wet by-product from grain industries,0
AUT,pigs,meat,backyard,Beans from soy,24.4118
AUT,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",25.0194
AUT,pigs,meat,backyard,By-products from cottonseed,0
AUT,pigs,meat,backyard,By-products from soy,25.4805
AUT,pigs,meat,backyard,Crop residue from leguminous plants cultivation,34.5302
AUT,pigs,meat,backyard,Crop residues from sugarcane,0
AUT,pigs,meat,backyard,Dry by-product from grain industries,58.5403
AUT,pigs,meat,backyard,FISHMEAL,0.2544
AUT,pigs,meat,backyard,Fruit from banana trees,0
AUT,pigs,meat,backyard,Grains from barley (Hordeum vulgare),44.1574
AUT,pigs,meat,backyard,Grains from maize (Zea mays),91.4385
AUT,pigs,meat,backyard,Grains from millet,31.8732
AUT,pigs,meat,backyard,Grains from rice,1.0178
AUT,pigs,meat,backyard,Grains from sorghum,0
AUT,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,46.3981
AUT,pigs,meat,backyard,Household food waste and other organic material used as feed,101.7793
AUT,pigs,meat,backyard,Leguminous beans,23.1304
AUT,pigs,meat,backyard,Molasses,0
AUT,pigs,meat,backyard,Oil palm kernel expeller,0
AUT,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,0.7633
AUT,pigs,meat,backyard,Residual plant material such as stems from banana,0
AUT,pigs,meat,backyard,SYNTHETIC,0.1018
AUT,pigs,meat,backyard,Wet by-product from grain industries,0
BEL,pigs,meat,backyard,Beans from soy,0.5089
BEL,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",21.1949
BEL,pigs,meat,backyard,By-products from cottonseed,0
BEL,pigs,meat,backyard,By-products from soy,1.2722
BEL,pigs,meat,backyard,Crop residue from leguminous plants cultivation,43.7013
BEL,pigs,meat,backyard,Crop residues from sugarcane,0
BEL,pigs,meat,backyard,Dry by-product from grain industries,70.4288
BEL,pigs,meat,backyard,FISHMEAL,0.2036
BEL,pigs,meat,backyard,Fruit from banana trees,0
BEL,pigs,meat,backyard,Grains from barley (Hordeum vulgare),62.1892
BEL,pigs,meat,backyard,Grains from maize (Zea mays),91.9121
BEL,pigs,meat,backyard,Grains from millet,0
BEL,pigs,meat,backyard,Grains from rice,0.2544
BEL,pigs,meat,backyard,Grains from sorghum,14.828
BEL,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,68.0977
BEL,pigs,meat,backyard,Household food waste and other organic material used as feed,101.7793
