"region","species","variable","units","year","value","gapfilled"
"Sør-Trøndelag","Other fish species","stock_dec_31_count","1000x","2017",1414.34426229508,"gapfilled"
"Nord-Trøndelag","Salmon","stock_dec_31_count","1000x","2017",28545,NA
"Nord-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2017",0,NA
"Nord-Trøndelag","Other fish species","stock_dec_31_count","1000x","2017",305,NA
"Nordland","Salmon","stock_dec_31_count","1000x","2017",79258,NA
"Nordland","Rainbow trout","stock_dec_31_count","1000x","2017",1308,NA
"Nordland","Other fish species","stock_dec_31_count","1000x","2017",527,NA
"Troms","Salmon","stock_dec_31_count","1000x","2017",57159,NA
"Troms","Rainbow trout","stock_dec_31_count","1000x","2017",171.42046642724,"gapfilled"
"Troms","Other fish species","stock_dec_31_count","1000x","2017",32.5795335727599,"gapfilled"
"Finnmark","Salmon","stock_dec_31_count","1000x","2017",37910,NA
"Finnmark","Rainbow trout","stock_dec_31_count","1000x","2017",70.2341137123746,"gapfilled"
"Finnmark","Other fish species","stock_dec_31_count","1000x","2017",13.7658862876254,"gapfilled"
"Other Counties","Salmon","stock_dec_31_count","1000x","2017",7253,NA
"Other Counties","Rainbow trout","stock_dec_31_count","1000x","2017",207,NA
"Other Counties","Other fish species","stock_dec_31_count","1000x","2017",467,NA
"Rogaland","Salmon","tonnes_fish","tonnes","2017",78723,NA
"Rogaland","Rainbow trout","tonnes_fish","tonnes","2017",365.344262295082,"gapfilled"
"Rogaland","Char","tonnes_fish","tonnes","2017",0,NA
"Rogaland","Cod","tonnes_fish","tonnes","2017",647.655737704918,"gapfilled"
"Rogaland","Halibut","tonnes_fish","tonnes","2017",0,"gapfilled"
"Rogaland","Shellfish","tonnes_fish","tonnes","2017",12,NA
"Rogaland","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Hordaland","Salmon","tonnes_fish","tonnes","2017",160061,NA
"Hordaland","Rainbow trout","tonnes_fish","tonnes","2017",39580,NA
"Hordaland","Char","tonnes_fish","tonnes","2017",0,NA
"Hordaland","Cod","tonnes_fish","tonnes","2017",0,NA
"Hordaland","Halibut","tonnes_fish","tonnes","2017",0,NA
"Hordaland","Shellfish","tonnes_fish","tonnes","2017",45,NA
"Hordaland","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Sogn og Fjordane","Salmon","tonnes_fish","tonnes","2017",93529,NA
"Sogn og Fjordane","Rainbow trout","tonnes_fish","tonnes","2017",14394,NA
"Sogn og Fjordane","Char","tonnes_fish","tonnes","2017",0,NA
"Sogn og Fjordane","Cod","tonnes_fish","tonnes","2017",0,NA
"Sogn og Fjordane","Halibut","tonnes_fish","tonnes","2017",0,"gapfilled"
"Sogn og Fjordane","Shellfish","tonnes_fish","tonnes","2017",59,"gapfilled"
"Sogn og Fjordane","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Møre og Romsdal","Salmon","tonnes_fish","tonnes","2017",162953,NA
"Møre og Romsdal","Rainbow trout","tonnes_fish","tonnes","2017",8319,NA
"Møre og Romsdal","Char","tonnes_fish","tonnes","2017",0,NA
"Møre og Romsdal","Cod","tonnes_fish","tonnes","2017",0,NA
"Møre og Romsdal","Halibut","tonnes_fish","tonnes","2017",600.713715046605,"gapfilled"
"Møre og Romsdal","Shellfish","tonnes_fish","tonnes","2017",7.28628495339547,"gapfilled"
"Møre og Romsdal","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Salmon","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Rainbow trout","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Char","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Cod","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Halibut","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Shellfish","tonnes_fish","tonnes","2017",0,NA
"Trøndelag","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Sør-Trøndelag","Salmon","tonnes_fish","tonnes","2017",98825,NA
"Sør-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2017",0,NA
"Sør-Trøndelag","Char","tonnes_fish","tonnes","2017",0,NA
"Sør-Trøndelag","Cod","tonnes_fish","tonnes","2017",0,NA
"Sør-Trøndelag","Halibut","tonnes_fish","tonnes","2017",0,NA
"Sør-Trøndelag","Shellfish","tonnes_fish","tonnes","2017",869,NA
"Sør-Trøndelag","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Nord-Trøndelag","Salmon","tonnes_fish","tonnes","2017",89800,NA
"Nord-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2017",0,NA
"Nord-Trøndelag","Char","tonnes_fish","tonnes","2017",0,"gapfilled"
"Nord-Trøndelag","Cod","tonnes_fish","tonnes","2017",0,"gapfilled"
"Nord-Trøndelag","Halibut","tonnes_fish","tonnes","2017",0,NA
"Nord-Trøndelag","Shellfish","tonnes_fish","tonnes","2017",611,NA
"Nord-Trøndelag","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Nordland","Salmon","tonnes_fish","tonnes","2017",255601,NA
"Nordland","Rainbow trout","tonnes_fish","tonnes","2017",1501.76745419,"gapfilled"
"Nordland","Char","tonnes_fish","tonnes","2017",289,NA
"Nordland","Cod","tonnes_fish","tonnes","2017",3058.23254581,"gapfilled"
"Nordland","Halibut","tonnes_fish","tonnes","2017",0,NA
"Nordland","Shellfish","tonnes_fish","tonnes","2017",791,NA
"Nordland","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Troms","Salmon","tonnes_fish","tonnes","2017",186851,NA
"Troms","Rainbow trout","tonnes_fish","tonnes","2017",0,NA
"Troms","Char","tonnes_fish","tonnes","2017",0,NA
"Troms","Cod","tonnes_fish","tonnes","2017",376,"gapfilled"
"Troms","Halibut","tonnes_fish","tonnes","2017",0,NA
"Troms","Shellfish","tonnes_fish","tonnes","2017",0,"gapfilled"
"Troms","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Finnmark","Salmon","tonnes_fish","tonnes","2017",95585,NA
"Finnmark","Rainbow trout","tonnes_fish","tonnes","2017",29,"gapfilled"
"Finnmark","Char","tonnes_fish","tonnes","2017",0,"gapfilled"
"Finnmark","Cod","tonnes_fish","tonnes","2017",0,NA
"Finnmark","Halibut","tonnes_fish","tonnes","2017",0,NA
"Finnmark","Shellfish","tonnes_fish","tonnes","2017",0,NA
"Finnmark","Other fish species","tonnes_fish","tonnes","2017",0,NA
"Other Counties","Salmon","tonnes_fish","tonnes","2017",14426,NA
"Other Counties","Rainbow trout","tonnes_fish","tonnes","2017",137,NA
"Other Counties","Char","tonnes_fish","tonnes","2017",0,"gapfilled"
"Other Counties","Cod","tonnes_fish","tonnes","2017",0,NA
"Other Counties","Halibut","tonnes_fish","tonnes","2017",0,NA
"Other Counties","Shellfish","tonnes_fish","tonnes","2017",29.4483985765125,"gapfilled"
"Other Counties","Other fish species","tonnes_fish","tonnes","2017",301.551601423488,"gapfilled"
"Rogaland","Salmon","Stock_Jan1_count","1000x","2018",26354,NA
"Rogaland","Rainbow trout","Stock_Jan1_count","1000x","2018",35.3167934012115,"gapfilled"
"Rogaland","Other fish species","Stock_Jan1_count","1000x","2018",1341.68320659879,"gapfilled"
"Hordaland","Salmon","Stock_Jan1_count","1000x","2018",55332,NA
"Hordaland","Rainbow trout","Stock_Jan1_count","1000x","2018",9453.07464680574,"gapfilled"
"Hordaland","Other fish species","Stock_Jan1_count","1000x","2018",363.925353194265,"gapfilled"
"Sogn og Fjordane","Salmon","Stock_Jan1_count","1000x","2018",31092,NA
"Sogn og Fjordane","Rainbow trout","Stock_Jan1_count","1000x","2018",4615.71700030485,"gapfilled"
"Sogn og Fjordane","Other fish species","Stock_Jan1_count","1000x","2018",925.282999695153,"gapfilled"
"Møre og Romsdal","Salmon","Stock_Jan1_count","1000x","2018",19554,NA
"Møre og Romsdal","Rainbow trout","Stock_Jan1_count","1000x","2018",3757,NA
"Møre og Romsdal","Other fish species","Stock_Jan1_count","1000x","2018",483,NA
"Trøndelag","Salmon","Stock_Jan1_count","1000x","2018",89199,NA
"Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2018",0,"gapfilled"
"Trøndelag","Other fish species","Stock_Jan1_count","1000x","2018",0,"gapfilled"
"Sør-Trøndelag","Salmon","Stock_Jan1_count","1000x","2018",0,NA
"Sør-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2018",0,NA
"Sør-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2018",0,NA
"Nord-Trøndelag","Salmon","Stock_Jan1_count","1000x","2018",0,NA
"Nord-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2018",0,NA
"Nord-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2018",0,NA
"Nordland","Salmon","Stock_Jan1_count","1000x","2018",78434,NA
"Nordland","Rainbow trout","Stock_Jan1_count","1000x","2018",615.768210934009,"gapfilled"
"Nordland","Other fish species","Stock_Jan1_count","1000x","2018",1146.23178906599,"gapfilled"
"Troms","Salmon","Stock_Jan1_count","1000x","2018",57626,NA
"Troms","Rainbow trout","Stock_Jan1_count","1000x","2018",16.9416896902719,"gapfilled"
"Troms","Other fish species","Stock_Jan1_count","1000x","2018",4.05831030972808,"gapfilled"
"Finnmark","Salmon","Stock_Jan1_count","1000x","2018",37910,NA
"Finnmark","Rainbow trout","Stock_Jan1_count","1000x","2018",65.3033393880117,"gapfilled"
"Finnmark","Other fish species","Stock_Jan1_count","1000x","2018",18.6966606119883,"gapfilled"
"Other Counties","Salmon","Stock_Jan1_count","1000x","2018",7244,NA
"Other Counties","Rainbow trout","Stock_Jan1_count","1000x","2018",248,NA
"Other Counties","Other fish species","Stock_Jan1_count","1000x","2018",460,NA
"Rogaland","Salmon","supplies_count","1000x","2018",20660,NA
"Rogaland","Rainbow trout","supplies_count","1000x","2018",20.0696124413725,"gapfilled"
"Rogaland","Other fish species","supplies_count","1000x","2018",668.930387558628,"gapfilled"
"Hordaland","Salmon","supplies_count","1000x","2018",48514,NA
"Hordaland","Rainbow trout","supplies_count","1000x","2018",11958.5232279293,"gapfilled"
"Hordaland","Other fish species","supplies_count","1000x","2018",577.476772070715,"gapfilled"
"Sogn og Fjordane","Salmon","supplies_count","1000x","2018",22496,NA
"Sogn og Fjordane","Rainbow trout","supplies_count","1000x","2018",3945.87244777296,"gapfilled"
"Sogn og Fjordane","Other fish species","supplies_count","1000x","2018",686.12755222704,"gapfilled"
"Møre og Romsdal","Salmon","supplies_count","1000x","2018",54031,NA
"Møre og Romsdal","Rainbow trout","supplies_count","1000x","2018",3895,NA
"Møre og Romsdal","Other fish species","supplies_count","1000x","2018",287,NA
"Trøndelag","Salmon","supplies_count","1000x","2018",44072,NA
"Trøndelag","Rainbow trout","supplies_count","1000x","2018",0,"gapfilled"
"Trøndelag","Other fish species","supplies_count","1000x","2018",0,"gapfilled"
"Sør-Trøndelag","Salmon","supplies_count","1000x","2018",0,NA
"Sør-Trøndelag","Rainbow trout","supplies_count","1000x","2018",0,NA
"Sør-Trøndelag","Other fish species","supplies_count","1000x","2018",0,NA
"Nord-Trøndelag","Salmon","supplies_count","1000x","2018",0,NA
"Nord-Trøndelag","Rainbow trout","supplies_count","1000x","2018",0,NA
"Nord-Trøndelag","Other fish species","supplies_count","1000x","2018",0,NA
"Nordland","Salmon","supplies_count","1000x","2018",69640,NA
"Nordland","Rainbow trout","supplies_count","1000x","2018",693.973588086541,"gapfilled"
"Nordland","Other fish species","supplies_count","1000x","2018",846.026411913459,"gapfilled"
"Troms","Salmon","supplies_count","1000x","2018",48116,NA
"Troms","Rainbow trout","supplies_count","1000x","2018",7.36328245689922,"gapfilled"
"Troms","Other fish species","supplies_count","1000x","2018",1.63671754310078,"gapfilled"
"Finnmark","Salmon","supplies_count","1000x","2018",31567,NA
"Finnmark","Rainbow trout","supplies_count","1000x","2018",63.6208530805687,"gapfilled"
"Finnmark","Other fish species","supplies_count","1000x","2018",16.3791469194313,"gapfilled"
"Other Counties","Salmon","supplies_count","1000x","2018",2428,NA
"Other Counties","Rainbow trout","supplies_count","1000x","2018",949,NA
"Other Counties","Other fish species","supplies_count","1000x","2018",261,NA
"Rogaland","Salmon","delivered_for_sale_count","1000x","2018",14230,NA
"Rogaland","Rainbow trout","delivered_for_sale_count","1000x","2018",8.36535234899329,"gapfilled"
"Rogaland","Other fish species","delivered_for_sale_count","1000x","2018",250.634647651007,"gapfilled"
"Hordaland","Salmon","delivered_for_sale_count","1000x","2018",39047,NA
"Hordaland","Rainbow trout","delivered_for_sale_count","1000x","2018",8702.90672913117,"gapfilled"
"Hordaland","Other fish species","delivered_for_sale_count","1000x","2018",86.0932708688245,"gapfilled"
"Sogn og Fjordane","Salmon","delivered_for_sale_count","1000x","2018",18491,NA
"Sogn og Fjordane","Rainbow trout","delivered_for_sale_count","1000x","2018",3639.603560708,"gapfilled"
"Sogn og Fjordane","Other fish species","delivered_for_sale_count","1000x","2018",565.396439291999,"gapfilled"
"Møre og Romsdal","Salmon","delivered_for_sale_count","1000x","2018",16157,NA
"Møre og Romsdal","Rainbow trout","delivered_for_sale_count","1000x","2018",3294,NA
"Møre og Romsdal","Other fish species","delivered_for_sale_count","1000x","2018",192,NA
"Trøndelag","Salmon","delivered_for_sale_count","1000x","2018",67231,NA
"Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2018",0,"gapfilled"
"Trøndelag","Other fish species","delivered_for_sale_count","1000x","2018",0,"gapfilled"
"Sør-Trøndelag","Salmon","delivered_for_sale_count","1000x","2018",0,NA
"Sør-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2018",0,NA
"Sør-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2018",0,NA
"Nord-Trøndelag","Salmon","delivered_for_sale_count","1000x","2018",0,NA
"Nord-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2018",0,NA
"Nord-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2018",0,NA
"Nordland","Salmon","delivered_for_sale_count","1000x","2018",52587,NA
"Nordland","Rainbow trout","delivered_for_sale_count","1000x","2018",564.378317102077,"gapfilled"
"Nordland","Other fish species","delivered_for_sale_count","1000x","2018",1125.62168289792,"gapfilled"
"Troms","Salmon","delivered_for_sale_count","1000x","2018",37730,NA
"Troms","Rainbow trout","delivered_for_sale_count","1000x","2018",7.27668775526548,"gapfilled"
"Troms","Other fish species","delivered_for_sale_count","1000x","2018",1.72331224473452,"gapfilled"
"Finnmark","Salmon","delivered_for_sale_count","1000x","2018",21742,NA
"Finnmark","Rainbow trout","delivered_for_sale_count","1000x","2018",45.8297872340426,"gapfilled"
"Finnmark","Other fish species","delivered_for_sale_count","1000x","2018",14.1702127659574,"gapfilled"
"Other Counties","Salmon","delivered_for_sale_count","1000x","2018",2801,NA
"Other Counties","Rainbow trout","delivered_for_sale_count","1000x","2018",202,NA
"Other Counties","Other fish species","delivered_for_sale_count","1000x","2018",178,NA
"Rogaland","Salmon","loss_count","1000x","2018",4702,NA
"Rogaland","Rainbow trout","loss_count","1000x","2018",7.7955298013245,"gapfilled"
"Rogaland","Other fish species","loss_count","1000x","2018",121.204470198675,"gapfilled"
"Hordaland","Salmon","loss_count","1000x","2018",10698,NA
"Hordaland","Rainbow trout","loss_count","1000x","2018",2004.46043165468,"gapfilled"
"Hordaland","Other fish species","loss_count","1000x","2018",395.539568345324,"gapfilled"
"Sogn og Fjordane","Salmon","loss_count","1000x","2018",5987,NA
"Sogn og Fjordane","Rainbow trout","loss_count","1000x","2018",640.639798488665,"gapfilled"
"Sogn og Fjordane","Other fish species","loss_count","1000x","2018",233.360201511335,"gapfilled"
"Møre og Romsdal","Salmon","loss_count","1000x","2018",5526,NA
"Møre og Romsdal","Rainbow trout","loss_count","1000x","2018",511,NA
"Møre og Romsdal","Other fish species","loss_count","1000x","2018",63,NA
"Trøndelag","Salmon","loss_count","1000x","2018",7839,NA
"Trøndelag","Rainbow trout","loss_count","1000x","2018",0,"gapfilled"
"Trøndelag","Other fish species","loss_count","1000x","2018",0,"gapfilled"
"Sør-Trøndelag","Salmon","loss_count","1000x","2018",0,NA
"Sør-Trøndelag","Rainbow trout","loss_count","1000x","2018",0,NA
"Sør-Trøndelag","Other fish species","loss_count","1000x","2018",0,NA
"Nord-Trøndelag","Salmon","loss_count","1000x","2018",0,NA
"Nord-Trøndelag","Rainbow trout","loss_count","1000x","2018",0,NA
"Nord-Trøndelag","Other fish species","loss_count","1000x","2018",0,NA
"Nordland","Salmon","loss_count","1000x","2018",7501,NA
"Nordland","Rainbow trout","loss_count","1000x","2018",0,"gapfilled"
"Nordland","Other fish species","loss_count","1000x","2018",0,"gapfilled"
"Troms","Salmon","loss_count","1000x","2018",5830,NA
"Troms","Rainbow trout","loss_count","1000x","2018",6.70679277730009,"gapfilled"
"Troms","Other fish species","loss_count","1000x","2018",5.29320722269991,"gapfilled"
"Finnmark","Salmon","loss_count","1000x","2018",4198,NA
"Finnmark","Rainbow trout","loss_count","1000x","2018",3.83888458559256,"gapfilled"
"Finnmark","Other fish species","loss_count","1000x","2018",2.16111541440744,"gapfilled"
"Other Counties","Salmon","loss_count","1000x","2018",566,NA
"Other Counties","Rainbow trout","loss_count","1000x","2018",20,NA
"Other Counties","Other fish species","loss_count","1000x","2018",24,NA
"Rogaland","Salmon","stock_dec_31_count","1000x","2018",28082,NA
"Rogaland","Rainbow trout","stock_dec_31_count","1000x","2018",34.5237863487042,"gapfilled"
"Rogaland","Other fish species","stock_dec_31_count","1000x","2018",1644.4762136513,"gapfilled"
"Hordaland","Salmon","stock_dec_31_count","1000x","2018",54102,NA
"Hordaland","Rainbow trout","stock_dec_31_count","1000x","2018",10672.7633706402,"gapfilled"
"Hordaland","Other fish species","stock_dec_31_count","1000x","2018",491.236629359763,"gapfilled"
"Sogn og Fjordane","Salmon","stock_dec_31_count","1000x","2018",29109,NA
"Sogn og Fjordane","Rainbow trout","stock_dec_31_count","1000x","2018",4289.80447947707,"gapfilled"
"Sogn og Fjordane","Other fish species","stock_dec_31_count","1000x","2018",804.195520522926,"gapfilled"
"Møre og Romsdal","Salmon","stock_dec_31_count","1000x","2018",51903,NA
"Møre og Romsdal","Rainbow trout","stock_dec_31_count","1000x","2018",3847,NA
"Møre og Romsdal","Other fish species","stock_dec_31_count","1000x","2018",515,NA
"Trøndelag","Salmon","stock_dec_31_count","1000x","2018",58201,NA
"Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2018",0,"gapfilled"
"Trøndelag","Other fish species","stock_dec_31_count","1000x","2018",0,"gapfilled"
"Sør-Trøndelag","Salmon","stock_dec_31_count","1000x","2018",0,NA
"Sør-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2018",0,NA
"Sør-Trøndelag","Other fish species","stock_dec_31_count","1000x","2018",0,NA
"Nord-Trøndelag","Salmon","stock_dec_31_count","1000x","2018",0,NA
"Nord-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2018",0,NA
"Nord-Trøndelag","Other fish species","stock_dec_31_count","1000x","2018",0,NA
"Nordland","Salmon","stock_dec_31_count","1000x","2018",87985,NA
"Nordland","Rainbow trout","stock_dec_31_count","1000x","2018",850.69937682417,"gapfilled"
"Nordland","Other fish species","stock_dec_31_count","1000x","2018",965.30062317583,"gapfilled"
"Troms","Salmon","stock_dec_31_count","1000x","2018",62181,NA
"Troms","Rainbow trout","stock_dec_31_count","1000x","2018",7.56266763649589,"gapfilled"
"Troms","Other fish species","stock_dec_31_count","1000x","2018",1.43733236350411,"gapfilled"
"Finnmark","Salmon","stock_dec_31_count","1000x","2018",43537,NA
"Finnmark","Rainbow trout","stock_dec_31_count","1000x","2018",81.9397993311037,"gapfilled"
"Finnmark","Other fish species","stock_dec_31_count","1000x","2018",16.0602006688963,"gapfilled"
"Other Counties","Salmon","stock_dec_31_count","1000x","2018",6305,NA
"Other Counties","Rainbow trout","stock_dec_31_count","1000x","2018",975,NA
"Other Counties","Other fish species","stock_dec_31_count","1000x","2018",520,NA
"Rogaland","Salmon","tonnes_fish","tonnes","2018",64019,NA
"Rogaland","Rainbow trout","tonnes_fish","tonnes","2018",1198,"gapfilled"
"Rogaland","Char","tonnes_fish","tonnes","2018",0,NA
"Rogaland","Cod","tonnes_fish","tonnes","2018",0,NA
"Rogaland","Halibut","tonnes_fish","tonnes","2018",0,"gapfilled"
"Rogaland","Shellfish","tonnes_fish","tonnes","2018",26,NA
"Rogaland","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Hordaland","Salmon","tonnes_fish","tonnes","2018",172670,NA
"Hordaland","Rainbow trout","tonnes_fish","tonnes","2018",34867,NA
"Hordaland","Char","tonnes_fish","tonnes","2018",0,NA
"Hordaland","Cod","tonnes_fish","tonnes","2018",0,NA
"Hordaland","Halibut","tonnes_fish","tonnes","2018",0,"gapfilled"
"Hordaland","Shellfish","tonnes_fish","tonnes","2018",47,"gapfilled"
"Hordaland","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Sogn og Fjordane","Salmon","tonnes_fish","tonnes","2018",81408,NA
"Sogn og Fjordane","Rainbow trout","tonnes_fish","tonnes","2018",14668,NA
"Sogn og Fjordane","Char","tonnes_fish","tonnes","2018",0,NA
"Sogn og Fjordane","Cod","tonnes_fish","tonnes","2018",194.764675199615,"gapfilled"
"Sogn og Fjordane","Halibut","tonnes_fish","tonnes","2018",0,"gapfilled"
"Sogn og Fjordane","Shellfish","tonnes_fish","tonnes","2018",33.2353248003852,"gapfilled"
"Sogn og Fjordane","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Møre og Romsdal","Salmon","tonnes_fish","tonnes","2018",78306,NA
"Møre og Romsdal","Rainbow trout","tonnes_fish","tonnes","2018",11142.824916966,"gapfilled"
"Møre og Romsdal","Char","tonnes_fish","tonnes","2018",0,NA
"Møre og Romsdal","Cod","tonnes_fish","tonnes","2018",0,NA
"Møre og Romsdal","Halibut","tonnes_fish","tonnes","2018",910.135701213312,"gapfilled"
"Møre og Romsdal","Shellfish","tonnes_fish","tonnes","2018",11.0393818206466,"gapfilled"
"Møre og Romsdal","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Trøndelag","Salmon","tonnes_fish","tonnes","2018",319783,NA
"Trøndelag","Rainbow trout","tonnes_fish","tonnes","2018",0,"gapfilled"
"Trøndelag","Char","tonnes_fish","tonnes","2018",0,"gapfilled"
"Trøndelag","Cod","tonnes_fish","tonnes","2018",0,"gapfilled"
"Trøndelag","Halibut","tonnes_fish","tonnes","2018",0,NA
"Trøndelag","Shellfish","tonnes_fish","tonnes","2018",1083,NA
"Trøndelag","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Salmon","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Char","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Cod","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Halibut","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Shellfish","tonnes_fish","tonnes","2018",0,NA
"Sør-Trøndelag","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Salmon","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Char","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Cod","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Halibut","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Shellfish","tonnes_fish","tonnes","2018",0,NA
"Nord-Trøndelag","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Nordland","Salmon","tonnes_fish","tonnes","2018",250532,NA
"Nordland","Rainbow trout","tonnes_fish","tonnes","2018",1410.21233307929,"gapfilled"
"Nordland","Char","tonnes_fish","tonnes","2018",240,NA
"Nordland","Cod","tonnes_fish","tonnes","2018",2871.78766692071,"gapfilled"
"Nordland","Halibut","tonnes_fish","tonnes","2018",0,NA
"Nordland","Shellfish","tonnes_fish","tonnes","2018",555,NA
"Nordland","Other fish species","tonnes_fish","tonnes","2018",0,"gapfilled"
"Troms","Salmon","tonnes_fish","tonnes","2018",188398,NA
"Troms","Rainbow trout","tonnes_fish","tonnes","2018",0,NA
"Troms","Char","tonnes_fish","tonnes","2018",0,NA
"Troms","Cod","tonnes_fish","tonnes","2018",21,"gapfilled"
"Troms","Halibut","tonnes_fish","tonnes","2018",0,NA
"Troms","Shellfish","tonnes_fish","tonnes","2018",0,"gapfilled"
"Troms","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Finnmark","Salmon","tonnes_fish","tonnes","2018",113476,NA
"Finnmark","Rainbow trout","tonnes_fish","tonnes","2018",30,"gapfilled"
"Finnmark","Char","tonnes_fish","tonnes","2018",0,"gapfilled"
"Finnmark","Cod","tonnes_fish","tonnes","2018",0,NA
"Finnmark","Halibut","tonnes_fish","tonnes","2018",0,NA
"Finnmark","Shellfish","tonnes_fish","tonnes","2018",0,NA
"Finnmark","Other fish species","tonnes_fish","tonnes","2018",0,NA
"Other Counties","Salmon","tonnes_fish","tonnes","2018",13411,NA
"Other Counties","Rainbow trout","tonnes_fish","tonnes","2018",145,NA
"Other Counties","Char","tonnes_fish","tonnes","2018",0,"gapfilled"
"Other Counties","Cod","tonnes_fish","tonnes","2018",0,NA
"Other Counties","Halibut","tonnes_fish","tonnes","2018",0,NA
"Other Counties","Shellfish","tonnes_fish","tonnes","2018",4,NA
"Other Counties","Other fish species","tonnes_fish","tonnes","2018",264,"gapfilled"
